lead_id,channel,campaign,stage,device,region,conversion,revenue
451,Email,Campaign C,Proposal,Mobile,West,0,21752.68
452,Social Media,Campaign A,Qualified,Mobile,North,0,10130.34
453,Referral,Campaign A,Qualified,Mobile,North,1,18830.14
454,Referral,Campaign A,Visited,Mobile,North,0,7325.72
455,Social Media,Campaign B,Leads,Mobile,East,0,23369.08
456,Paid Ads,Campaign B,Visited,Tablet,West,0,14313.04
457,Referral,Campaign B,Leads,Tablet,East,0,18243.35
458,Email,Campaign A,Leads,Tablet,East,1,5621.32
459,Paid Ads,Campaign C,Visited,Tablet,South,0,21978.27
460,Email,Campaign A,Visited,Tablet,West,0,49179.62
461,Organic,Campaign B,Customer,Tablet,South,1,17112.82
462,Paid Ads,Campaign B,Customer,Tablet,North,1,43945.03
463,Referral,Campaign A,Leads,Mobile,East,0,42316.76
464,Paid Ads,Campaign A,Visited,Desktop,West,1,47650.86
465,Paid Ads,Campaign B,Visited,Tablet,North,0,39715.37
466,Paid Ads,Campaign B,Leads,Desktop,West,1,33320.24
467,Paid Ads,Campaign B,Customer,Tablet,East,0,42972.64
468,Email,Campaign A,Visited,Tablet,West,0,4706.59
469,Organic,Campaign B,Proposal,Mobile,North,0,23678.7
470,Social Media,Campaign B,Visited,Desktop,South,0,49473.56
471,Paid Ads,Campaign C,Customer,Mobile,East,1,38710.41
472,Referral,Campaign A,Leads,Mobile,South,0,48141.69
473,Paid Ads,Campaign C,Proposal,Desktop,East,1,39202.08
474,Referral,Campaign C,Leads,Mobile,North,1,43869.22
475,Email,Campaign B,Qualified,Tablet,East,0,35619.95
476,Referral,Campaign A,Visited,Tablet,South,1,38264.6
477,Social Media,Campaign B,Visited,Tablet,East,0,26635.72
478,Organic,Campaign A,Customer,Tablet,North,1,46287.65
479,Referral,Campaign C,Customer,Tablet,East,0,41426.91
480,Referral,Campaign A,Proposal,Mobile,South,0,42350.36
481,Organic,Campaign B,Qualified,Mobile,North,0,33977.45
482,Social Media,Campaign B,Proposal,Tablet,South,0,15924.42
483,Paid Ads,Campaign B,Visited,Tablet,East,0,2745.86
484,Referral,Campaign A,Leads,Mobile,West,0,46847.1
485,Organic,Campaign C,Leads,Desktop,South,1,29719.9
486,Email,Campaign C,Qualified,Mobile,East,0,15609.01
487,Organic,Campaign A,Leads,Mobile,West,0,8307.62
488,Email,Campaign B,Visited,Mobile,West,0,41646.64
489,Social Media,Campaign C,Qualified,Mobile,North,0,41989.49
490,Paid Ads,Campaign B,Proposal,Mobile,West,0,40910.89
491,Organic,Campaign A,Leads,Desktop,South,1,32609.05
492,Referral,Campaign B,Visited,Tablet,South,1,18934.75
493,Social Media,Campaign C,Visited,Tablet,West,0,15899.44
494,Organic,Campaign C,Visited,Desktop,East,0,1419.18
495,Referral,Campaign B,Visited,Tablet,South,0,41846.77
496,Organic,Campaign A,Qualified,Tablet,South,0,5284.2
497,Email,Campaign B,Qualified,Tablet,North,0,31906.99
498,Organic,Campaign A,Qualified,Desktop,East,1,25699.67
499,Organic,Campaign B,Leads,Desktop,West,0,26807.78
500,Organic,Campaign C,Proposal,Tablet,East,1,46408.93
501,Social Media,Campaign A,Visited,Tablet,North,0,2549.14
502,Organic,Campaign A,Leads,Tablet,North,0,38896.22
503,Referral,Campaign A,Proposal,Mobile,East,0,3550.57
504,Email,Campaign C,Visited,Mobile,North,0,2869.53
505,Email,Campaign B,Visited,Mobile,North,0,22061.07
506,Organic,Campaign C,Proposal,Desktop,North,1,4090.68
507,Social Media,Campaign A,Leads,Tablet,East,0,39668.05
508,Social Media,Campaign B,Qualified,Desktop,North,1,26948.59
509,Referral,Campaign C,Visited,Desktop,West,0,2422.9
510,Organic,Campaign A,Qualified,Desktop,West,0,2984.53
511,Email,Campaign A,Leads,Tablet,South,0,31020.76
512,Social Media,Campaign C,Visited,Mobile,West,0,40499.48
513,Organic,Campaign C,Qualified,Tablet,South,0,22452.18
514,Social Media,Campaign C,Visited,Tablet,East,0,28174.45
515,Social Media,Campaign A,Leads,Desktop,North,0,40191.64
516,Email,Campaign C,Visited,Desktop,West,0,30914.8
517,Paid Ads,Campaign A,Visited,Desktop,South,0,12013.25
518,Referral,Campaign C,Visited,Mobile,East,0,31039.55
519,Referral,Campaign A,Visited,Mobile,South,0,31785.69
520,Email,Campaign A,Customer,Mobile,North,1,36971.24
521,Social Media,Campaign B,Visited,Tablet,West,0,31422.84
522,Organic,Campaign C,Leads,Desktop,East,1,48492.86
523,Social Media,Campaign C,Visited,Tablet,South,0,10667.13
524,Email,Campaign A,Leads,Mobile,East,0,47603.44
525,Referral,Campaign A,Customer,Desktop,South,0,27378.64
526,Social Media,Campaign A,Visited,Mobile,South,1,33925.85
527,Referral,Campaign B,Customer,Desktop,North,0,5873.62
528,Organic,Campaign B,Visited,Desktop,North,1,19648.22
529,Referral,Campaign A,Qualified,Tablet,South,0,38699.58
530,Referral,Campaign C,Leads,Tablet,West,0,35638.64
531,Paid Ads,Campaign C,Proposal,Mobile,East,0,2966.83
532,Paid Ads,Campaign B,Qualified,Tablet,East,0,27783.12
533,Paid Ads,Campaign B,Leads,Tablet,North,0,5325.63
534,Referral,Campaign A,Visited,Tablet,West,0,49796.97
535,Email,Campaign C,Visited,Desktop,South,0,44967.53
536,Referral,Campaign A,Customer,Tablet,North,1,2032.95
537,Email,Campaign B,Leads,Mobile,South,0,43073.83
538,Email,Campaign C,Leads,Desktop,South,1,46052.05
539,Paid Ads,Campaign C,Proposal,Desktop,North,0,18323.86
540,Social Media,Campaign B,Leads,Tablet,West,0,36255.58
541,Organic,Campaign A,Customer,Desktop,East,1,22663.08
542,Paid Ads,Campaign A,Qualified,Mobile,North,1,33106.39
543,Paid Ads,Campaign C,Qualified,Mobile,West,1,17675.55
544,Social Media,Campaign B,Proposal,Desktop,South,0,16805.4
545,Organic,Campaign C,Visited,Tablet,North,0,21797.26
546,Referral,Campaign B,Visited,Tablet,East,0,8132.82
547,Referral,Campaign A,Leads,Desktop,East,0,41725.81
548,Paid Ads,Campaign B,Visited,Mobile,South,0,18086.2
549,Organic,Campaign A,Qualified,Desktop,North,1,20607.33
550,Paid Ads,Campaign B,Customer,Tablet,East,1,44808.68
551,Email,Campaign C,Leads,Tablet,North,0,25334.57
552,Paid Ads,Campaign A,Leads,Desktop,East,0,27668.44
553,Paid Ads,Campaign C,Customer,Mobile,South,1,47868.41
554,Referral,Campaign C,Leads,Desktop,South,0,44449.59
555,Referral,Campaign A,Leads,Mobile,North,0,9303.87
556,Referral,Campaign A,Leads,Mobile,West,0,24187.54
557,Email,Campaign C,Customer,Desktop,West,0,48593.52
558,Referral,Campaign C,Qualified,Desktop,South,1,19245.95
559,Organic,Campaign C,Proposal,Mobile,East,0,19207.08
560,Social Media,Campaign C,Proposal,Mobile,West,0,10556.48
561,Organic,Campaign A,Leads,Mobile,South,0,6601.83
562,Organic,Campaign A,Leads,Mobile,East,1,37274.93
563,Referral,Campaign C,Proposal,Tablet,East,1,38731.49
564,Social Media,Campaign B,Leads,Desktop,West,0,48481.64
565,Social Media,Campaign B,Proposal,Mobile,South,0,38897.49
566,Social Media,Campaign A,Customer,Desktop,East,0,12924.27
567,Email,Campaign C,Qualified,Mobile,East,0,2965.71
568,Referral,Campaign C,Qualified,Desktop,North,0,49286.43
569,Social Media,Campaign A,Proposal,Desktop,North,0,17682.08
570,Email,Campaign B,Proposal,Mobile,West,0,16286.61
571,Paid Ads,Campaign B,Leads,Mobile,North,0,45391.81
572,Paid Ads,Campaign B,Visited,Desktop,South,0,29669.9
573,Email,Campaign A,Leads,Desktop,West,1,11528.69
574,Email,Campaign B,Qualified,Desktop,West,0,44565.72
575,Referral,Campaign A,Leads,Tablet,North,0,49674.68
576,Referral,Campaign A,Qualified,Mobile,East,1,5247.25
577,Paid Ads,Campaign C,Leads,Tablet,South,0,43250.33
578,Social Media,Campaign B,Qualified,Tablet,South,0,20135.27
579,Paid Ads,Campaign A,Visited,Mobile,South,0,26679.55
580,Social Media,Campaign B,Qualified,Mobile,West,0,45825.98
581,Social Media,Campaign B,Leads,Tablet,South,0,48695.58
582,Referral,Campaign C,Visited,Mobile,East,0,13846.03
583,Organic,Campaign B,Visited,Desktop,East,1,11429.69
584,Organic,Campaign C,Qualified,Desktop,North,0,4945.31
585,Email,Campaign A,Leads,Tablet,South,0,28528.09
586,Referral,Campaign B,Visited,Tablet,West,0,1666.62
587,Social Media,Campaign A,Customer,Mobile,North,0,21183.02
588,Organic,Campaign B,Qualified,Mobile,East,0,4595.82
589,Social Media,Campaign A,Customer,Tablet,South,0,20856.06
590,Organic,Campaign B,Leads,Tablet,East,0,2956.68
591,Organic,Campaign B,Leads,Desktop,North,0,41925.65
592,Organic,Campaign B,Proposal,Desktop,East,1,11277.21
593,Referral,Campaign B,Leads,Mobile,South,0,17087.13
594,Paid Ads,Campaign B,Qualified,Desktop,South,1,43632.35
595,Social Media,Campaign B,Visited,Mobile,North,0,37567.04
596,Referral,Campaign B,Leads,Mobile,South,0,11732.88
597,Referral,Campaign B,Visited,Mobile,East,1,4523.07
598,Referral,Campaign B,Visited,Desktop,East,0,36068.02
599,Referral,Campaign A,Visited,Tablet,West,0,20144.42
600,Referral,Campaign C,Visited,Tablet,West,0,38537.92
601,Email,Campaign B,Customer,Desktop,West,0,22819.44
602,Social Media,Campaign C,Visited,Tablet,East,0,17954.12
603,Referral,Campaign B,Qualified,Mobile,East,1,23109.07
604,Social Media,Campaign B,Proposal,Tablet,North,0,37679.39
605,Email,Campaign A,Qualified,Desktop,West,1,45208.79
606,Email,Campaign A,Visited,Tablet,East,0,3438.59
607,Social Media,Campaign C,Qualified,Mobile,North,0,26681.47
608,Organic,Campaign A,Qualified,Mobile,East,0,2608.94
609,Paid Ads,Campaign A,Qualified,Desktop,North,1,23952.07
610,Organic,Campaign C,Proposal,Desktop,West,1,44378.86
611,Organic,Campaign A,Customer,Desktop,West,0,18717.92
612,Organic,Campaign B,Qualified,Mobile,West,0,46690.07
613,Referral,Campaign C,Leads,Tablet,East,0,31899.82
614,Email,Campaign C,Qualified,Tablet,East,0,46773.61
615,Organic,Campaign B,Visited,Desktop,North,0,38101.16
616,Email,Campaign A,Proposal,Tablet,South,1,6068.32
617,Social Media,Campaign C,Visited,Tablet,South,0,12326.42
618,Paid Ads,Campaign C,Leads,Desktop,West,0,20314.35
619,Social Media,Campaign B,Proposal,Desktop,South,0,9335.24
620,Social Media,Campaign B,Qualified,Mobile,West,0,25250.67
621,Referral,Campaign A,Leads,Mobile,North,0,24097.04
622,Paid Ads,Campaign C,Leads,Mobile,South,0,47856.7
623,Social Media,Campaign A,Proposal,Mobile,South,1,22252.67
624,Social Media,Campaign A,Leads,Tablet,West,0,39495.71
625,Paid Ads,Campaign B,Proposal,Tablet,North,0,47153.62
626,Paid Ads,Campaign C,Visited,Mobile,South,0,43972.45
627,Social Media,Campaign C,Proposal,Mobile,South,0,11224.71
628,Paid Ads,Campaign C,Proposal,Desktop,South,0,25305.46
629,Social Media,Campaign B,Visited,Tablet,North,1,18039.25
630,Social Media,Campaign B,Leads,Tablet,North,0,20593.08
631,Referral,Campaign B,Visited,Mobile,South,1,18679.53
632,Organic,Campaign B,Qualified,Tablet,West,0,41491.6
633,Social Media,Campaign B,Leads,Desktop,West,0,23154.81
634,Email,Campaign C,Qualified,Desktop,South,1,26661.02
635,Organic,Campaign A,Visited,Tablet,North,0,49139.92
636,Organic,Campaign C,Visited,Mobile,South,1,3938.98
637,Organic,Campaign A,Visited,Tablet,North,0,24909.92
638,Referral,Campaign B,Leads,Desktop,South,0,38929.02
639,Social Media,Campaign A,Qualified,Mobile,North,1,8406.94
640,Referral,Campaign C,Proposal,Tablet,East,1,30965.05
641,Social Media,Campaign C,Qualified,Mobile,West,0,12733.77
642,Referral,Campaign A,Leads,Mobile,East,0,43502.8
643,Referral,Campaign B,Customer,Desktop,West,0,17027.88
644,Email,Campaign B,Qualified,Mobile,North,1,17124.08
645,Referral,Campaign C,Customer,Tablet,East,0,30311.5
646,Paid Ads,Campaign A,Leads,Mobile,West,1,9994.58
647,Email,Campaign B,Visited,Mobile,South,0,14959.54
648,Referral,Campaign B,Visited,Tablet,North,0,21414.96
649,Organic,Campaign C,Qualified,Desktop,North,0,18328.26
650,Paid Ads,Campaign B,Visited,Desktop,South,0,26718.98
651,Paid Ads,Campaign A,Leads,Tablet,South,1,30382.37
652,Paid Ads,Campaign C,Leads,Tablet,West,0,28766.71
653,Email,Campaign C,Qualified,Desktop,North,1,33054.25
654,Referral,Campaign A,Qualified,Mobile,West,0,16079.73
655,Referral,Campaign C,Visited,Tablet,South,0,7194.89
656,Organic,Campaign B,Leads,Mobile,North,1,38279.57
657,Organic,Campaign B,Qualified,Tablet,South,0,42688.24
658,Paid Ads,Campaign A,Customer,Desktop,West,0,13593.31
659,Organic,Campaign B,Qualified,Mobile,West,0,20947.51
660,Email,Campaign A,Customer,Mobile,West,1,25429.89
661,Referral,Campaign A,Proposal,Tablet,North,1,27133.02
662,Paid Ads,Campaign B,Qualified,Mobile,South,0,33315.02
663,Organic,Campaign A,Visited,Tablet,South,1,3038.56
664,Email,Campaign B,Qualified,Desktop,West,0,36352.38
665,Email,Campaign C,Qualified,Mobile,West,0,4036.58
666,Organic,Campaign C,Qualified,Tablet,West,1,23946.14
667,Referral,Campaign A,Leads,Mobile,West,0,41555.89
668,Organic,Campaign B,Leads,Tablet,East,1,23109.55
669,Paid Ads,Campaign B,Leads,Tablet,East,0,8305.4
670,Organic,Campaign C,Leads,Tablet,East,0,49266.66
671,Email,Campaign C,Visited,Desktop,West,0,44574.99
672,Organic,Campaign B,Proposal,Mobile,West,0,38794.37
673,Referral,Campaign A,Visited,Desktop,South,1,21164.07
674,Social Media,Campaign C,Visited,Tablet,North,0,10008.44
675,Organic,Campaign A,Leads,Tablet,South,0,47129.15
676,Referral,Campaign A,Qualified,Desktop,East,0,27085.21
677,Referral,Campaign C,Leads,Desktop,South,0,42765.42
678,Email,Campaign A,Visited,Mobile,West,1,17762.66
679,Referral,Campaign A,Qualified,Tablet,East,0,17429.13
680,Referral,Campaign B,Leads,Desktop,East,0,49291.48
681,Referral,Campaign A,Customer,Tablet,North,1,26569.82
682,Referral,Campaign B,Customer,Tablet,North,0,7894.08
683,Paid Ads,Campaign C,Leads,Mobile,East,1,11764.06
684,Paid Ads,Campaign C,Leads,Mobile,East,0,24615.27
685,Email,Campaign B,Qualified,Mobile,South,0,3081.07
686,Organic,Campaign C,Visited,Desktop,East,1,23664.17
687,Referral,Campaign A,Leads,Tablet,West,0,21528.1
688,Organic,Campaign A,Leads,Desktop,South,0,39187.48
689,Organic,Campaign A,Customer,Desktop,West,0,18392.16
690,Email,Campaign C,Visited,Mobile,West,0,49144.89
691,Referral,Campaign A,Qualified,Tablet,West,0,9857.73
692,Referral,Campaign C,Qualified,Tablet,East,1,29958.35
693,Social Media,Campaign A,Leads,Mobile,North,0,5395.27
694,Organic,Campaign B,Visited,Tablet,North,0,36959.34
695,Organic,Campaign C,Customer,Mobile,West,1,49742.93
696,Paid Ads,Campaign C,Leads,Desktop,East,0,41137.79
697,Social Media,Campaign A,Qualified,Desktop,South,0,28229.47
698,Paid Ads,Campaign C,Visited,Mobile,West,1,24752.33
699,Paid Ads,Campaign C,Leads,Desktop,South,1,41916.47
700,Paid Ads,Campaign B,Leads,Desktop,South,0,46862.73
701,Email,Campaign B,Visited,Mobile,East,0,49471.12
702,Email,Campaign A,Visited,Desktop,East,0,20430.42
703,Paid Ads,Campaign B,Proposal,Tablet,North,0,49554.96
704,Social Media,Campaign A,Visited,Desktop,North,0,8640.39
705,Organic,Campaign A,Visited,Mobile,East,1,13423.94
706,Social Media,Campaign A,Leads,Tablet,West,1,5361.79
707,Referral,Campaign C,Proposal,Tablet,North,1,14315.19
708,Email,Campaign B,Visited,Desktop,South,0,38628.94
709,Organic,Campaign A,Qualified,Tablet,West,1,42793.29
710,Organic,Campaign B,Visited,Mobile,South,0,39165.74
711,Referral,Campaign A,Visited,Tablet,East,0,31922.22
712,Referral,Campaign B,Visited,Desktop,South,0,26184.36
713,Paid Ads,Campaign B,Proposal,Desktop,West,0,35726.51
714,Email,Campaign A,Visited,Tablet,East,1,20150.84
715,Email,Campaign C,Visited,Mobile,West,0,42224.11
716,Social Media,Campaign B,Leads,Mobile,South,0,34182.31
717,Paid Ads,Campaign C,Proposal,Desktop,West,1,35192.43
718,Paid Ads,Campaign C,Visited,Desktop,East,0,27260.86
719,Paid Ads,Campaign A,Leads,Mobile,South,1,44376.22
720,Paid Ads,Campaign A,Visited,Tablet,South,0,13348.72
721,Email,Campaign A,Leads,Tablet,North,0,19676.24
722,Email,Campaign B,Qualified,Tablet,North,1,39104.49
723,Paid Ads,Campaign A,Qualified,Tablet,West,0,25144.7
724,Social Media,Campaign A,Leads,Mobile,North,0,44571.49
725,Organic,Campaign B,Leads,Desktop,North,0,17973.57
726,Organic,Campaign B,Visited,Desktop,North,0,19097.18
727,Social Media,Campaign A,Leads,Tablet,North,0,44548.05
728,Paid Ads,Campaign A,Visited,Mobile,East,0,23754.15
729,Email,Campaign A,Proposal,Mobile,East,0,26290.1
730,Organic,Campaign A,Customer,Tablet,North,1,17305.42
731,Referral,Campaign C,Customer,Tablet,West,0,14556.83
732,Referral,Campaign C,Proposal,Tablet,East,0,33141.49
733,Social Media,Campaign A,Qualified,Desktop,North,0,6872.19
734,Paid Ads,Campaign C,Qualified,Tablet,East,1,44084.36
735,Organic,Campaign B,Visited,Desktop,South,1,39180.95
736,Paid Ads,Campaign C,Qualified,Mobile,East,0,10346.66
737,Organic,Campaign C,Leads,Mobile,East,1,35006.98
738,Social Media,Campaign A,Leads,Desktop,West,0,30529.01
739,Social Media,Campaign C,Proposal,Desktop,East,0,10042.22
740,Referral,Campaign C,Visited,Desktop,West,0,14386.97
741,Paid Ads,Campaign C,Leads,Desktop,South,0,21040.34
742,Referral,Campaign C,Customer,Tablet,North,0,35262.89
743,Paid Ads,Campaign B,Visited,Mobile,West,0,32297.45
744,Referral,Campaign A,Leads,Tablet,East,1,27079.51
745,Email,Campaign A,Customer,Desktop,East,1,38652.12
746,Email,Campaign B,Qualified,Tablet,West,0,38138.95
747,Email,Campaign C,Leads,Tablet,South,0,31275.1
748,Email,Campaign B,Visited,Mobile,North,0,39562.51
749,Organic,Campaign C,Leads,Tablet,East,0,17378.91
750,Email,Campaign B,Proposal,Mobile,South,0,44181.23
751,Social Media,Campaign A,Qualified,Desktop,North,0,31130.59
752,Social Media,Campaign A,Leads,Tablet,North,0,41295.81
753,Organic,Campaign A,Visited,Desktop,East,1,27767.68
754,Email,Campaign C,Visited,Mobile,West,0,11703.47
755,Email,Campaign C,Customer,Desktop,East,0,27578.1
756,Email,Campaign B,Leads,Desktop,East,0,19184.47
757,Referral,Campaign B,Qualified,Mobile,East,0,35177.45
758,Paid Ads,Campaign A,Visited,Desktop,South,1,24313.9
759,Referral,Campaign C,Qualified,Desktop,West,0,41969.53
760,Paid Ads,Campaign B,Customer,Desktop,South,1,34225.55
761,Email,Campaign C,Qualified,Tablet,East,1,34542.68
762,Email,Campaign C,Visited,Desktop,West,0,11640.61
763,Referral,Campaign A,Qualified,Mobile,North,0,49228.24
764,Referral,Campaign A,Proposal,Tablet,West,1,42242.09
765,Paid Ads,Campaign C,Leads,Tablet,East,1,39661.24
766,Social Media,Campaign C,Proposal,Mobile,West,0,17180.55
767,Paid Ads,Campaign C,Qualified,Desktop,North,1,27245.95
768,Referral,Campaign C,Proposal,Tablet,North,1,7718.06
769,Referral,Campaign A,Qualified,Tablet,West,0,27385.32
770,Organic,Campaign B,Visited,Tablet,North,0,8148.57
771,Referral,Campaign A,Leads,Desktop,South,1,28098.85
772,Organic,Campaign B,Visited,Tablet,West,0,32787.37
773,Social Media,Campaign C,Customer,Mobile,North,0,20119.6
774,Paid Ads,Campaign B,Proposal,Desktop,North,0,25428.7
775,Paid Ads,Campaign A,Qualified,Mobile,West,0,43907.02
776,Organic,Campaign A,Leads,Mobile,South,0,6319.59
777,Paid Ads,Campaign C,Visited,Tablet,West,1,39794.91
778,Referral,Campaign A,Proposal,Tablet,North,0,9366.97
779,Email,Campaign C,Leads,Tablet,West,0,2798.69
780,Organic,Campaign A,Visited,Mobile,North,0,10093.16
781,Paid Ads,Campaign A,Qualified,Desktop,East,0,38487.12
782,Organic,Campaign C,Visited,Tablet,West,0,20851.18
783,Organic,Campaign B,Leads,Tablet,West,0,43753.51
784,Email,Campaign A,Leads,Mobile,North,0,26710.67
785,Referral,Campaign B,Visited,Desktop,North,0,2090.27
786,Organic,Campaign A,Customer,Mobile,North,0,36118.97
787,Paid Ads,Campaign A,Visited,Tablet,North,0,6401.41
788,Social Media,Campaign A,Visited,Mobile,West,1,39679.6
789,Organic,Campaign A,Visited,Tablet,North,0,9237.02
790,Organic,Campaign B,Proposal,Desktop,West,0,17926.87
791,Email,Campaign B,Leads,Mobile,South,0,38302.3
792,Referral,Campaign A,Qualified,Tablet,West,0,47757.34
793,Social Media,Campaign A,Visited,Tablet,North,0,19200.26
794,Paid Ads,Campaign B,Visited,Tablet,North,0,41640.61
795,Social Media,Campaign C,Leads,Tablet,South,0,10348.82
796,Paid Ads,Campaign C,Proposal,Mobile,West,1,40551.81
797,Referral,Campaign B,Proposal,Tablet,South,1,33217.21
798,Paid Ads,Campaign A,Visited,Mobile,West,0,10444.43
799,Email,Campaign A,Leads,Tablet,North,0,15822.69
800,Email,Campaign C,Customer,Mobile,West,0,7456.77
801,Email,Campaign C,Leads,Mobile,North,1,19765.38
802,Email,Campaign B,Proposal,Tablet,North,1,10978.78
803,Social Media,Campaign C,Visited,Tablet,East,0,32555.9
804,Referral,Campaign B,Customer,Tablet,East,0,49730.75
805,Paid Ads,Campaign C,Proposal,Tablet,West,0,1588.45
806,Paid Ads,Campaign C,Customer,Desktop,North,0,27505.07
807,Email,Campaign C,Qualified,Tablet,South,0,29109.66
808,Email,Campaign A,Leads,Tablet,North,0,45796.23
809,Organic,Campaign A,Customer,Tablet,South,0,25794.26
810,Referral,Campaign A,Visited,Mobile,West,1,27641.37
811,Social Media,Campaign C,Leads,Tablet,West,1,24110.99
812,Paid Ads,Campaign B,Qualified,Mobile,South,0,14176.31
813,Organic,Campaign B,Proposal,Mobile,South,0,3745.43
814,Organic,Campaign B,Customer,Mobile,North,1,21024.23
815,Paid Ads,Campaign B,Visited,Mobile,West,0,3576.98
816,Social Media,Campaign A,Proposal,Desktop,North,0,27974.13
817,Organic,Campaign A,Qualified,Tablet,South,0,16057.39
818,Organic,Campaign C,Visited,Mobile,East,0,27146.52
819,Referral,Campaign C,Leads,Tablet,East,0,7580.55
820,Social Media,Campaign B,Visited,Mobile,East,0,46698.87
821,Organic,Campaign A,Leads,Desktop,South,0,44831.54
822,Social Media,Campaign B,Customer,Mobile,North,0,10309.83
823,Paid Ads,Campaign C,Qualified,Tablet,West,0,17828.77
824,Email,Campaign C,Qualified,Tablet,South,0,31061.15
825,Organic,Campaign B,Customer,Desktop,East,1,5688.62
826,Referral,Campaign C,Leads,Tablet,North,0,18373.82
827,Paid Ads,Campaign B,Proposal,Tablet,West,0,13304.5
828,Social Media,Campaign A,Leads,Mobile,West,0,45860.32
829,Paid Ads,Campaign B,Proposal,Tablet,South,0,42773.02
830,Organic,Campaign A,Visited,Mobile,South,0,29411.8
831,Social Media,Campaign A,Customer,Desktop,West,0,26496.97
832,Email,Campaign C,Visited,Tablet,West,0,46605.56
833,Paid Ads,Campaign C,Leads,Mobile,East,0,46688.96
834,Organic,Campaign C,Proposal,Tablet,West,0,48497.18
835,Referral,Campaign B,Leads,Mobile,South,0,7143.57
836,Social Media,Campaign B,Qualified,Desktop,North,0,8867.33
837,Paid Ads,Campaign C,Leads,Mobile,East,0,34160.1
838,Paid Ads,Campaign B,Qualified,Tablet,East,0,27530.29
839,Email,Campaign C,Visited,Mobile,West,0,1904.83
840,Email,Campaign B,Visited,Tablet,North,0,4036.78
841,Referral,Campaign A,Visited,Desktop,East,0,44515.94
842,Referral,Campaign A,Leads,Mobile,South,0,43574.67
843,Organic,Campaign C,Visited,Tablet,West,0,18506.28
844,Organic,Campaign B,Leads,Tablet,South,0,44661.48
845,Referral,Campaign B,Leads,Tablet,West,0,30090.08
846,Referral,Campaign A,Visited,Mobile,East,0,40489.38
847,Social Media,Campaign A,Qualified,Mobile,West,1,21944.12
848,Email,Campaign C,Proposal,Mobile,North,1,6556.52
849,Organic,Campaign A,Visited,Desktop,South,0,22252.63
850,Email,Campaign C,Qualified,Tablet,North,0,23407.69
851,Email,Campaign A,Qualified,Tablet,South,0,27996.27
852,Referral,Campaign A,Leads,Desktop,South,0,6173.55
853,Social Media,Campaign B,Qualified,Desktop,West,0,49578.69
854,Paid Ads,Campaign A,Leads,Mobile,East,0,12962.7
855,Social Media,Campaign A,Leads,Mobile,East,1,10729.07
856,Social Media,Campaign C,Visited,Mobile,North,0,26813.34
857,Email,Campaign A,Qualified,Mobile,West,0,27323.2
858,Social Media,Campaign C,Qualified,Mobile,East,0,22551.22
859,Organic,Campaign A,Visited,Mobile,South,0,38822.72
860,Email,Campaign A,Leads,Desktop,South,1,26316.07
861,Organic,Campaign C,Customer,Desktop,West,1,30875.08
862,Paid Ads,Campaign B,Leads,Desktop,North,1,36463.57
863,Email,Campaign C,Leads,Tablet,West,0,2226.23
864,Paid Ads,Campaign C,Customer,Tablet,North,0,28961.56
865,Email,Campaign C,Qualified,Mobile,West,0,44325.53
866,Referral,Campaign B,Qualified,Desktop,South,0,1852.05
867,Social Media,Campaign A,Proposal,Tablet,West,0,20853.92
868,Referral,Campaign C,Proposal,Tablet,East,0,46385.15
869,Paid Ads,Campaign C,Leads,Desktop,East,0,18304.57
870,Social Media,Campaign B,Leads,Tablet,West,0,23477.71
871,Email,Campaign C,Leads,Tablet,North,0,49095.53
872,Social Media,Campaign A,Customer,Desktop,North,0,10766.87
873,Organic,Campaign B,Qualified,Tablet,South,0,4197.5
874,Social Media,Campaign A,Visited,Desktop,South,0,43111.71
875,Organic,Campaign A,Proposal,Tablet,North,0,43554.8
876,Social Media,Campaign B,Leads,Desktop,West,0,24131.81
877,Organic,Campaign C,Visited,Tablet,South,0,26196.15
878,Paid Ads,Campaign A,Leads,Tablet,North,1,41954.51
879,Referral,Campaign A,Leads,Desktop,North,0,37189.42
880,Email,Campaign A,Proposal,Tablet,West,0,13992.3
881,Social Media,Campaign A,Visited,Desktop,East,0,1827.77
882,Referral,Campaign B,Proposal,Desktop,North,1,24505.31
883,Email,Campaign B,Qualified,Tablet,South,0,43086.7
884,Email,Campaign A,Visited,Mobile,West,0,44895.9
885,Organic,Campaign C,Customer,Tablet,West,0,47855.08
886,Paid Ads,Campaign A,Leads,Mobile,West,0,44098.6
887,Paid Ads,Campaign C,Visited,Mobile,East,0,29422.13
888,Referral,Campaign A,Leads,Tablet,East,0,22785.67
889,Paid Ads,Campaign C,Proposal,Mobile,South,1,38967.64
890,Social Media,Campaign A,Leads,Desktop,South,1,37251.26
891,Paid Ads,Campaign C,Visited,Desktop,West,0,27369.03
892,Referral,Campaign A,Visited,Mobile,South,0,5279.04
893,Paid Ads,Campaign A,Visited,Desktop,North,0,46377.99
894,Social Media,Campaign C,Proposal,Tablet,East,1,23324.52
895,Organic,Campaign B,Leads,Desktop,West,0,18803.36
896,Referral,Campaign C,Visited,Mobile,West,1,31848.8
897,Organic,Campaign B,Visited,Tablet,North,0,34018.06
898,Organic,Campaign A,Leads,Desktop,North,0,11323.71
899,Organic,Campaign C,Customer,Tablet,North,1,42010.0
900,Email,Campaign C,Leads,Mobile,North,0,15206.92
901,Email,Campaign C,Customer,Desktop,West,0,10147.51
