CustomerID,Gender,SeniorCitizen,Tenure,MonthlyCharges,Contract,PaymentMethod,InternetService,TechSupport,TotalCharges,Churn
C00748,Male,0,42,97.69,Month-to-month,Mailed check,Fiber optic,No,4151.09,Yes
C00749,Male,1,32,98.86,Two year,Electronic check,Fiber optic,Yes,3212.64,No
C00750,Female,0,26,90.8,Month-to-month,Electronic check,DSL,No,2346.39,Yes
C00751,Female,0,1,45.42,Month-to-month,Mailed check,DSL,No,39.94,Yes
C00752,Male,0,56,106.21,Month-to-month,Electronic check,DSL,No,5993.67,Yes
C00753,Female,0,2,109.34,One year,Mailed check,Fiber optic,No,229.54,No
C00754,Female,0,30,39.42,One year,Bank transfer,DSL,No,1153.89,No
C00755,Female,1,71,33.05,One year,Mailed check,No,No,2365.49,No
C00756,Female,0,52,117.56,One year,Credit card,Fiber optic,No,6083.69,Yes
C00757,Female,0,9,106.83,Month-to-month,Mailed check,No,No,945.41,Yes
C00758,Male,1,22,109.32,Month-to-month,Bank transfer,DSL,No,2377.8,Yes
C00759,Male,0,34,108.64,Month-to-month,Mailed check,DSL,No,3668.26,Yes
C00760,Male,0,49,74.17,One year,Mailed check,DSL,No,3584.8,No
C00761,Female,0,1,84.64,Month-to-month,Bank transfer,DSL,No,122.71,Yes
C00762,Female,0,53,74.54,One year,Electronic check,Fiber optic,Yes,3930.22,No
C00763,Male,0,40,25.12,Month-to-month,Electronic check,DSL,Yes,963.44,No
C00764,Female,0,45,94.55,Month-to-month,Credit card,Fiber optic,Yes,4213.45,Yes
C00765,Male,0,68,70.53,Two year,Credit card,DSL,Yes,4801.64,No
C00766,Male,1,9,84.77,Month-to-month,Mailed check,Fiber optic,No,812.22,Yes
C00767,Male,0,22,70.26,One year,Electronic check,Fiber optic,Yes,1510.22,No
C00768,Female,0,18,69.18,Month-to-month,Electronic check,Fiber optic,No,1205.2,Yes
C00769,Female,0,43,37.18,Month-to-month,Mailed check,Fiber optic,No,1592.57,Yes
C00770,Male,0,39,47.87,Month-to-month,Bank transfer,DSL,Yes,1873.26,No
C00771,Male,0,6,35.89,Month-to-month,Electronic check,No,Yes,194.78,Yes
C00772,Male,0,48,39.57,One year,Credit card,Fiber optic,No,1879.61,Yes
C00773,Male,1,7,117.3,Month-to-month,Mailed check,Fiber optic,No,813.55,Yes
C00774,Female,0,69,35.31,Month-to-month,Bank transfer,Fiber optic,No,2417.8,No
C00775,Female,0,16,46.93,Month-to-month,Credit card,No,No,792.41,No
C00776,Male,0,1,79.06,One year,Electronic check,Fiber optic,No,33.26,No
C00777,Male,0,37,81.02,One year,Bank transfer,Fiber optic,No,2971.2,No
C00778,Female,0,37,35.4,Month-to-month,Credit card,Fiber optic,Yes,1340.66,No
C00779,Female,0,64,99.37,Month-to-month,Mailed check,DSL,No,6393.08,No
C00780,Male,0,62,98.52,One year,Bank transfer,Fiber optic,Yes,6069.4,No
C00781,Male,0,61,43.73,One year,Bank transfer,Fiber optic,No,2714.91,No
C00782,Male,1,33,48.87,Month-to-month,Mailed check,Fiber optic,No,1632.05,No
C00783,Female,1,66,113.8,One year,Electronic check,Fiber optic,No,7488.06,No
C00784,Female,0,30,102.57,One year,Electronic check,DSL,Yes,3072.7,Yes
C00785,Female,1,20,89.78,One year,Bank transfer,Fiber optic,No,1775.31,No
C00786,Male,0,60,28.22,One year,Bank transfer,No,No,1658.2,No
C00787,Male,1,24,61.83,Two year,Bank transfer,Fiber optic,No,1463.04,No
C00788,Female,0,4,75.93,Month-to-month,Credit card,DSL,Yes,311.73,Yes
C00789,Female,1,37,38.74,Two year,Bank transfer,Fiber optic,No,1465.98,No
C00790,Male,1,4,64.82,Month-to-month,Electronic check,Fiber optic,No,245.63,Yes
C00791,Female,0,18,80.1,One year,Mailed check,Fiber optic,No,1426.59,Yes
C00792,Female,1,66,52.74,Month-to-month,Mailed check,Fiber optic,No,3477.64,No
C00793,Male,0,48,98.09,Month-to-month,Mailed check,No,No,4722.78,Yes
C00794,Female,0,33,104.04,One year,Bank transfer,Fiber optic,Yes,3458.48,No
C00795,Male,0,58,52.36,One year,Bank transfer,Fiber optic,Yes,3019.56,No
C00796,Male,0,28,103.87,Month-to-month,Mailed check,DSL,No,2917.0,Yes
C00797,Male,0,35,30.36,Month-to-month,Credit card,DSL,No,1051.54,No
C00798,Male,0,10,103.77,Month-to-month,Credit card,DSL,Yes,1059.34,Yes
C00799,Male,1,65,35.28,Two year,Credit card,No,No,2259.67,No
C00800,Male,0,42,28.29,Two year,Credit card,Fiber optic,No,1163.87,No
C00801,Male,0,9,84.18,Month-to-month,Electronic check,Fiber optic,Yes,750.23,Yes
C00802,Female,1,60,67.19,Two year,Mailed check,Fiber optic,No,4070.34,Yes
C00803,Male,1,15,110.79,Two year,Electronic check,Fiber optic,Yes,1669.18,No
C00804,Male,1,57,56.32,Month-to-month,Bank transfer,Fiber optic,Yes,3256.78,Yes
C00805,Female,0,69,48.72,One year,Credit card,DSL,No,3322.01,No
C00806,Female,1,22,70.07,Month-to-month,Credit card,Fiber optic,No,1537.56,No
C00807,Female,0,64,65.59,One year,Mailed check,DSL,Yes,4189.67,No
C00808,Male,0,41,54.44,Month-to-month,Credit card,DSL,No,2242.06,Yes
C00809,Female,0,71,89.37,Month-to-month,Mailed check,DSL,Yes,6376.47,Yes
C00810,Male,0,56,95.96,Month-to-month,Bank transfer,DSL,Yes,5407.9,Yes
C00811,Male,0,23,105.3,Month-to-month,Credit card,DSL,Yes,2438.92,Yes
C00812,Male,0,25,117.29,One year,Credit card,Fiber optic,Yes,2946.4,No
C00813,Male,0,6,46.67,Month-to-month,Electronic check,DSL,Yes,324.92,No
C00814,Female,0,34,91.61,Month-to-month,Mailed check,Fiber optic,No,3103.11,Yes
C00815,Female,0,63,59.43,Two year,Mailed check,DSL,No,3777.37,No
C00816,Male,0,9,87.71,Month-to-month,Credit card,DSL,Yes,831.54,Yes
C00817,Male,0,60,67.6,Month-to-month,Electronic check,Fiber optic,Yes,4055.15,Yes
C00818,Male,0,49,119.38,Two year,Credit card,No,Yes,5872.53,No
C00819,Female,0,51,92.89,Two year,Mailed check,Fiber optic,No,4725.09,No
C00820,Male,0,60,115.25,Month-to-month,Mailed check,No,No,6880.89,Yes
C00821,Male,1,70,103.5,Month-to-month,Credit card,Fiber optic,Yes,7253.65,Yes
C00822,Female,0,37,110.29,Two year,Bank transfer,Fiber optic,No,4050.38,Yes
C00823,Female,0,31,101.44,Month-to-month,Credit card,Fiber optic,No,3140.4,Yes
C00824,Male,0,41,65.92,Month-to-month,Electronic check,Fiber optic,Yes,2740.01,Yes
C00825,Female,0,62,45.18,Month-to-month,Mailed check,DSL,No,2759.76,No
C00826,Female,1,58,57.03,Month-to-month,Mailed check,Fiber optic,No,3260.78,No
C00827,Male,0,14,22.02,One year,Credit card,DSL,Yes,318.93,No
C00828,Female,0,36,72.4,One year,Bank transfer,Fiber optic,No,2589.51,Yes
C00829,Male,0,36,70.51,Two year,Mailed check,Fiber optic,No,2530.15,No
C00830,Female,0,8,72.53,One year,Credit card,DSL,No,570.81,Yes
C00831,Male,0,26,117.4,Month-to-month,Bank transfer,DSL,No,3011.06,Yes
C00832,Male,0,36,111.15,Month-to-month,Credit card,DSL,No,3951.76,Yes
C00833,Male,0,48,36.17,Two year,Credit card,No,No,1776.0,No
C00834,Female,0,28,56.89,Month-to-month,Credit card,DSL,No,1564.7,No
C00835,Male,0,68,62.4,Month-to-month,Mailed check,DSL,No,4235.81,No
C00836,Female,1,62,56.05,Two year,Bank transfer,Fiber optic,Yes,3522.29,No
C00837,Male,1,51,99.85,Month-to-month,Electronic check,Fiber optic,No,5125.03,Yes
C00838,Male,0,42,72.4,Month-to-month,Electronic check,DSL,No,3001.59,Yes
C00839,Female,0,29,77.21,Two year,Mailed check,DSL,No,2239.94,Yes
C00840,Male,0,10,105.3,Two year,Mailed check,DSL,No,1076.01,Yes
C00841,Male,0,39,100.59,Month-to-month,Credit card,DSL,No,3942.85,Yes
C00842,Female,0,1,33.22,Two year,Credit card,DSL,Yes,59.3,No
C00843,Male,1,39,91.39,Month-to-month,Bank transfer,Fiber optic,No,3559.96,No
C00844,Male,1,21,63.54,Month-to-month,Credit card,Fiber optic,No,1301.93,Yes
C00845,Male,0,65,49.46,Two year,Bank transfer,Fiber optic,No,3211.39,No
C00846,Male,0,15,25.0,Two year,Credit card,Fiber optic,No,389.79,No
C00847,Female,0,4,68.72,Month-to-month,Credit card,DSL,No,285.74,Yes
C00848,Female,0,60,55.54,Month-to-month,Electronic check,DSL,No,3289.45,Yes
C00849,Male,0,61,45.15,Month-to-month,Mailed check,Fiber optic,No,2710.65,Yes
C00850,Female,0,20,89.47,Month-to-month,Bank transfer,DSL,Yes,1835.93,No
C00851,Male,0,10,96.95,Month-to-month,Electronic check,Fiber optic,Yes,934.68,Yes
C00852,Female,0,34,44.48,Month-to-month,Credit card,Fiber optic,No,1491.77,No
C00853,Male,0,48,24.94,Month-to-month,Electronic check,Fiber optic,No,1223.88,Yes
C00854,Male,1,33,104.88,Month-to-month,Bank transfer,DSL,No,3452.01,Yes
C00855,Male,0,61,21.0,Month-to-month,Mailed check,DSL,Yes,1249.15,No
C00856,Male,0,10,113.71,One year,Electronic check,Fiber optic,No,1133.82,Yes
C00857,Male,0,54,82.76,Month-to-month,Bank transfer,Fiber optic,Yes,4475.93,Yes
C00858,Male,0,65,52.18,Month-to-month,Credit card,DSL,No,3386.98,Yes
C00859,Female,0,1,44.65,Two year,Electronic check,No,No,86.54,No
C00860,Male,0,5,20.9,One year,Mailed check,DSL,Yes,82.97,No
C00861,Female,1,15,43.55,Month-to-month,Bank transfer,DSL,Yes,669.38,No
C00862,Male,0,28,33.77,Month-to-month,Mailed check,Fiber optic,Yes,906.79,Yes
C00863,Female,1,23,81.22,One year,Credit card,Fiber optic,Yes,1857.29,Yes
C00864,Female,0,17,36.65,Month-to-month,Mailed check,No,No,647.15,No
C00865,Female,0,13,72.86,One year,Credit card,Fiber optic,Yes,919.66,No
C00866,Male,0,14,79.01,Month-to-month,Credit card,DSL,No,1115.12,Yes
C00867,Male,0,11,49.8,Month-to-month,Electronic check,Fiber optic,No,513.14,Yes
C00868,Female,0,28,23.51,Month-to-month,Credit card,DSL,No,618.55,Yes
C00869,Male,0,42,23.73,One year,Mailed check,Fiber optic,Yes,998.98,No
C00870,Female,0,61,22.63,Two year,Electronic check,Fiber optic,No,1397.93,Yes
C00871,Male,1,64,93.91,Month-to-month,Credit card,DSL,No,5971.58,Yes
C00872,Female,1,31,51.8,Month-to-month,Bank transfer,Fiber optic,No,1647.58,Yes
C00873,Female,1,10,99.63,Month-to-month,Bank transfer,Fiber optic,No,968.88,Yes
C00874,Male,0,8,63.17,Month-to-month,Credit card,Fiber optic,Yes,467.36,Yes
C00875,Female,0,21,65.3,Two year,Electronic check,Fiber optic,Yes,1341.57,No
C00876,Male,0,59,71.29,Month-to-month,Electronic check,DSL,No,4173.07,No
C00877,Female,0,50,91.3,Two year,Electronic check,DSL,No,4524.07,No
C00878,Female,0,69,47.35,One year,Mailed check,DSL,No,3296.93,No
C00879,Male,0,70,32.16,Two year,Bank transfer,DSL,No,2250.75,No
C00880,Male,0,30,75.61,One year,Credit card,Fiber optic,No,2257.15,Yes
C00881,Male,0,17,52.7,Month-to-month,Credit card,No,No,940.96,No
C00882,Female,1,20,64.25,Month-to-month,Bank transfer,Fiber optic,Yes,1272.1,Yes
C00883,Male,0,48,84.69,Month-to-month,Mailed check,Fiber optic,No,4031.82,Yes
C00884,Female,0,2,69.41,Month-to-month,Electronic check,Fiber optic,Yes,116.22,No
C00885,Female,0,37,82.03,Month-to-month,Bank transfer,DSL,No,3009.01,Yes
C00886,Male,1,1,74.42,Month-to-month,Credit card,No,No,74.29,Yes
C00887,Male,0,4,93.98,Two year,Mailed check,No,No,355.07,No
C00888,Female,0,54,90.59,Month-to-month,Credit card,Fiber optic,No,4893.47,Yes
C00889,Female,1,25,73.42,One year,Electronic check,DSL,No,1852.43,No
C00890,Male,1,3,87.89,Two year,Bank transfer,Fiber optic,No,291.4,Yes
C00891,Male,0,9,107.36,Two year,Electronic check,DSL,No,987.26,No
C00892,Male,0,34,63.23,Month-to-month,Mailed check,Fiber optic,No,2120.38,No
C00893,Male,0,43,61.28,Month-to-month,Bank transfer,Fiber optic,No,2596.63,Yes
C00894,Male,0,22,96.42,Month-to-month,Electronic check,DSL,No,2125.49,No
C00895,Female,0,70,78.26,Month-to-month,Electronic check,No,Yes,5448.09,No
C00896,Female,1,2,27.1,Month-to-month,Electronic check,No,Yes,12.69,Yes
C00897,Female,0,66,109.21,One year,Mailed check,No,Yes,7210.57,Yes
C00898,Female,0,32,23.08,Month-to-month,Electronic check,Fiber optic,No,721.24,Yes
C00899,Male,0,16,94.84,Month-to-month,Credit card,DSL,No,1543.05,Yes
C00900,Male,0,1,95.88,Two year,Bank transfer,Fiber optic,No,77.3,Yes
C00901,Male,0,48,115.31,Month-to-month,Bank transfer,Fiber optic,No,5582.75,Yes
C00902,Female,0,50,25.41,Month-to-month,Electronic check,DSL,No,1296.35,No
C00903,Female,0,13,79.69,One year,Mailed check,Fiber optic,Yes,991.74,No
C00904,Male,0,15,62.78,Month-to-month,Credit card,Fiber optic,Yes,942.59,No
C00905,Male,0,53,53.06,One year,Credit card,DSL,No,2818.44,No
C00906,Female,0,44,29.03,Month-to-month,Bank transfer,DSL,No,1296.85,Yes
C00907,Female,1,8,76.27,Two year,Bank transfer,DSL,Yes,609.94,No
C00908,Male,0,46,67.9,Month-to-month,Credit card,Fiber optic,No,3121.74,No
C00909,Male,0,69,30.46,Month-to-month,Bank transfer,Fiber optic,No,2088.53,No
C00910,Female,0,19,81.25,Month-to-month,Electronic check,DSL,No,1520.9,Yes
C00911,Male,0,38,93.8,Month-to-month,Credit card,No,Yes,3609.02,Yes
C00912,Male,0,11,96.73,Month-to-month,Bank transfer,DSL,No,1045.79,Yes
C00913,Male,0,43,110.54,Month-to-month,Electronic check,Fiber optic,Yes,4709.56,Yes
C00914,Female,1,20,60.95,Month-to-month,Electronic check,Fiber optic,No,1185.73,Yes
C00915,Female,0,20,115.31,Month-to-month,Credit card,Fiber optic,No,2341.93,Yes
C00916,Female,0,21,106.54,Month-to-month,Electronic check,DSL,No,2246.0,Yes
C00917,Female,0,57,49.65,Month-to-month,Credit card,No,No,2857.93,Yes
C00918,Female,1,50,35.93,One year,Electronic check,No,Yes,1827.38,No
C00919,Female,0,26,63.54,Month-to-month,Credit card,Fiber optic,Yes,1684.36,Yes
C00920,Female,0,30,60.19,Month-to-month,Credit card,Fiber optic,No,1810.76,No
C00921,Male,0,31,77.57,One year,Credit card,DSL,No,2372.38,No
C00922,Male,0,42,78.34,Two year,Credit card,Fiber optic,Yes,3255.1,No
C00923,Male,1,68,95.0,Month-to-month,Electronic check,Fiber optic,No,6467.4,Yes
C00924,Male,0,61,70.99,Month-to-month,Credit card,Fiber optic,Yes,4317.04,No
C00925,Male,0,61,30.48,Month-to-month,Bank transfer,Fiber optic,Yes,1865.08,No
C00926,Male,1,70,105.83,Month-to-month,Electronic check,Fiber optic,No,7407.95,Yes
C00927,Male,1,68,50.98,One year,Credit card,DSL,No,3476.86,Yes
C00928,Female,1,17,117.13,Month-to-month,Electronic check,DSL,No,1944.42,Yes
C00929,Female,0,19,31.79,One year,Electronic check,DSL,No,557.29,No
C00930,Male,0,51,115.83,Month-to-month,Electronic check,DSL,No,5929.49,No
C00931,Male,0,70,29.1,Month-to-month,Electronic check,Fiber optic,No,2006.31,No
C00932,Female,0,63,43.1,One year,Credit card,Fiber optic,No,2730.52,No
C00933,Male,0,30,24.66,Month-to-month,Electronic check,Fiber optic,No,744.46,No
C00934,Male,0,25,90.51,Month-to-month,Bank transfer,Fiber optic,Yes,2310.93,Yes
C00935,Female,0,71,105.03,Two year,Electronic check,Fiber optic,No,7490.67,Yes
C00936,Male,0,26,63.41,Two year,Electronic check,DSL,No,1639.97,No
C00937,Female,0,56,112.85,One year,Bank transfer,DSL,No,6331.24,Yes
C00938,Male,0,22,79.03,Month-to-month,Credit card,DSL,Yes,1700.39,No
C00939,Female,1,19,83.0,Month-to-month,Bank transfer,Fiber optic,Yes,1565.64,Yes
C00940,Female,0,31,104.54,Two year,Mailed check,DSL,Yes,3264.13,No
C00941,Female,0,26,49.68,Month-to-month,Bank transfer,DSL,No,1303.95,No
C00942,Male,0,42,55.43,Two year,Credit card,Fiber optic,No,2326.51,No
C00943,Female,0,41,110.6,Month-to-month,Bank transfer,No,No,4502.25,Yes
C00944,Male,0,23,110.1,Month-to-month,Electronic check,Fiber optic,No,2562.61,Yes
C00945,Male,0,47,117.65,Two year,Credit card,Fiber optic,No,5506.87,Yes
C00946,Male,0,13,110.18,Month-to-month,Mailed check,Fiber optic,No,1464.39,Yes
C00947,Male,0,66,32.74,Month-to-month,Credit card,Fiber optic,Yes,2172.0,No
C00948,Female,0,66,102.37,Month-to-month,Electronic check,Fiber optic,Yes,6743.69,Yes
C00949,Female,0,16,60.98,Month-to-month,Mailed check,Fiber optic,No,929.74,No
C00950,Male,1,28,119.08,Month-to-month,Credit card,DSL,Yes,3307.48,Yes
C00951,Male,1,35,67.23,Month-to-month,Credit card,DSL,No,2391.96,Yes
C00952,Female,0,41,75.38,Month-to-month,Electronic check,DSL,No,3122.38,No
C00953,Male,0,31,72.98,One year,Bank transfer,Fiber optic,Yes,2269.87,No
C00954,Female,0,32,52.17,Month-to-month,Bank transfer,Fiber optic,No,1666.07,Yes
C00955,Male,1,54,27.5,Two year,Mailed check,DSL,No,1499.71,No
C00956,Male,0,59,109.57,Month-to-month,Electronic check,DSL,Yes,6461.25,No
C00957,Female,0,41,100.27,Month-to-month,Electronic check,Fiber optic,No,4125.5,No
C00958,Male,1,66,33.95,Month-to-month,Bank transfer,Fiber optic,No,2221.44,Yes
C00959,Female,0,54,97.68,One year,Bank transfer,Fiber optic,No,5308.57,No
C00960,Male,1,40,82.58,Two year,Mailed check,Fiber optic,No,3323.39,Yes
C00961,Male,0,28,60.91,One year,Bank transfer,Fiber optic,No,1688.48,No
C00962,Male,0,37,45.4,Month-to-month,Mailed check,Fiber optic,No,1712.87,Yes
C00963,Female,0,65,105.97,Month-to-month,Credit card,DSL,Yes,6886.78,Yes
C00964,Male,1,55,90.02,One year,Mailed check,DSL,No,4918.56,No
C00965,Male,1,4,74.77,Two year,Mailed check,Fiber optic,No,256.85,No
C00966,Male,0,10,80.96,Two year,Mailed check,Fiber optic,No,829.56,No
C00967,Male,0,47,29.11,Month-to-month,Credit card,No,No,1404.68,Yes
C00968,Female,0,14,67.39,Two year,Bank transfer,No,Yes,974.2,No
C00969,Female,1,38,39.37,Month-to-month,Mailed check,Fiber optic,No,1511.63,No
C00970,Male,0,12,40.84,Month-to-month,Bank transfer,DSL,No,454.22,Yes
C00971,Female,0,45,86.13,Month-to-month,Mailed check,No,No,3835.25,Yes
C00972,Male,0,17,111.13,Month-to-month,Bank transfer,Fiber optic,No,1873.71,Yes
C00973,Male,0,35,60.38,One year,Mailed check,DSL,No,2148.79,No
C00974,Male,0,66,40.77,Two year,Bank transfer,Fiber optic,No,2736.99,No
C00975,Female,0,41,84.87,One year,Electronic check,DSL,No,3453.81,No
C00976,Female,0,67,107.12,One year,Credit card,DSL,No,7203.25,Yes
C00977,Female,1,29,94.83,Month-to-month,Mailed check,Fiber optic,No,2757.46,Yes
C00978,Female,0,18,106.88,One year,Credit card,Fiber optic,No,1877.02,No
C00979,Female,0,20,73.66,Month-to-month,Mailed check,DSL,No,1477.49,Yes
C00980,Female,1,14,95.19,One year,Electronic check,Fiber optic,Yes,1363.25,No
C00981,Female,0,34,34.01,One year,Electronic check,No,No,1133.95,Yes
C00982,Female,0,49,54.83,One year,Credit card,Fiber optic,No,2726.41,Yes
C00983,Female,0,54,58.95,Month-to-month,Mailed check,DSL,No,3156.93,No
C00984,Male,1,31,71.13,Two year,Bank transfer,DSL,No,2162.68,No
C00985,Female,0,58,112.91,Month-to-month,Mailed check,DSL,Yes,6514.77,No
C00986,Female,1,42,107.43,Month-to-month,Bank transfer,No,Yes,4545.76,Yes
C00987,Female,0,58,33.45,One year,Credit card,Fiber optic,No,1931.83,No
C00988,Female,0,30,37.28,Month-to-month,Credit card,Fiber optic,No,1148.09,No
C00989,Female,0,25,55.76,Two year,Electronic check,Fiber optic,Yes,1397.12,No
C00990,Female,1,63,49.07,Month-to-month,Bank transfer,Fiber optic,No,3089.47,No
C00991,Female,0,19,81.48,Month-to-month,Mailed check,Fiber optic,No,1578.81,Yes
C00992,Female,1,8,110.28,Two year,Electronic check,Fiber optic,No,874.59,No
C00993,Female,0,3,116.23,Month-to-month,Credit card,DSL,Yes,378.89,No
C00994,Female,0,67,85.36,Month-to-month,Electronic check,DSL,Yes,5679.19,Yes
C00995,Female,0,17,103.82,Month-to-month,Mailed check,No,No,1778.57,Yes
C00996,Male,1,14,72.52,Month-to-month,Mailed check,No,Yes,1035.54,Yes
C00997,Male,0,9,40.83,One year,Credit card,No,No,407.38,Yes
C00998,Female,0,62,72.47,Month-to-month,Electronic check,No,Yes,4465.57,No
C00999,Female,0,21,75.51,Two year,Bank transfer,Fiber optic,No,1596.13,No
C01000,Male,1,37,94.25,One year,Bank transfer,Fiber optic,No,3480.58,Yes
C01001,Female,0,11,41.99,Month-to-month,Bank transfer,Fiber optic,No,450.17,Yes
C01002,Male,0,20,56.83,One year,Mailed check,Fiber optic,Yes,1097.27,No
C01003,Male,0,35,56.4,One year,Electronic check,DSL,No,1937.42,Yes
C01004,Male,0,53,115.94,Month-to-month,Bank transfer,DSL,No,6178.52,Yes
C01005,Male,0,47,64.39,Month-to-month,Electronic check,No,Yes,3051.31,No
C01006,Male,1,52,95.51,Month-to-month,Credit card,DSL,No,4954.75,Yes
C01007,Female,1,8,95.08,One year,Bank transfer,Fiber optic,No,793.49,No
C01008,Male,0,4,46.55,One year,Electronic check,DSL,No,144.28,No
C01009,Female,0,27,77.19,Month-to-month,Mailed check,DSL,Yes,2096.61,No
C01010,Female,0,44,109.43,One year,Credit card,DSL,Yes,4851.74,Yes
C01011,Male,0,40,67.52,One year,Credit card,DSL,Yes,2734.69,No
C01012,Male,0,47,114.51,One year,Credit card,DSL,No,5369.25,No
C01013,Female,0,44,41.45,One year,Credit card,DSL,No,1848.32,No
C01014,Male,0,48,27.42,Month-to-month,Mailed check,Fiber optic,No,1308.91,No
C01015,Male,0,52,109.15,Two year,Mailed check,DSL,No,5709.81,Yes
C01016,Female,0,68,104.77,One year,Bank transfer,DSL,Yes,7127.44,Yes
C01017,Female,0,11,119.26,One year,Mailed check,DSL,No,1338.35,No
C01018,Male,0,4,87.94,Month-to-month,Mailed check,Fiber optic,Yes,309.62,Yes
C01019,Female,0,48,113.67,Month-to-month,Credit card,Fiber optic,Yes,5465.16,Yes
C01020,Male,0,26,102.69,Month-to-month,Mailed check,Fiber optic,Yes,2674.97,Yes
C01021,Male,0,39,104.44,Month-to-month,Credit card,DSL,Yes,4084.16,Yes
C01022,Male,0,58,76.91,One year,Electronic check,DSL,No,4480.34,No
C01023,Female,0,19,58.24,Month-to-month,Electronic check,Fiber optic,No,1148.37,Yes
C01024,Female,0,58,113.46,One year,Electronic check,Fiber optic,Yes,6609.25,No
C01025,Female,0,28,63.21,One year,Electronic check,DSL,No,1741.84,No
C01026,Female,0,66,73.88,One year,Electronic check,Fiber optic,No,4908.67,No
C01027,Female,1,10,64.61,Month-to-month,Electronic check,DSL,Yes,608.31,Yes
C01028,Male,0,58,76.48,Two year,Electronic check,DSL,Yes,4448.06,No
C01029,Male,0,14,67.05,One year,Credit card,Fiber optic,No,976.98,No
C01030,Male,0,15,24.8,One year,Credit card,Fiber optic,No,332.11,No
C01031,Male,0,33,108.2,Month-to-month,Credit card,DSL,No,3605.57,Yes
C01032,Female,0,17,64.44,Month-to-month,Credit card,DSL,No,1125.34,Yes
C01033,Male,0,24,78.89,Month-to-month,Mailed check,No,No,1893.74,Yes
C01034,Female,0,30,33.92,Month-to-month,Mailed check,Fiber optic,No,998.49,No
C01035,Male,0,62,20.34,Month-to-month,Bank transfer,Fiber optic,No,1251.62,No
C01036,Female,0,13,44.53,Month-to-month,Mailed check,Fiber optic,No,625.76,No
C01037,Female,0,62,90.46,One year,Credit card,Fiber optic,No,5578.69,Yes
C01038,Male,1,47,29.92,Month-to-month,Credit card,DSL,No,1414.2,No
C01039,Male,0,16,110.89,Month-to-month,Electronic check,DSL,Yes,1732.56,Yes
C01040,Male,0,66,41.5,Two year,Electronic check,Fiber optic,No,2710.79,No
C01041,Male,0,43,40.46,Month-to-month,Bank transfer,Fiber optic,No,1766.11,Yes
C01042,Female,1,8,38.15,One year,Mailed check,DSL,No,285.46,Yes
C01043,Male,0,3,21.4,Month-to-month,Credit card,Fiber optic,Yes,112.78,Yes
C01044,Male,0,12,97.18,Month-to-month,Mailed check,DSL,No,1166.24,No
C01045,Female,0,16,107.5,Month-to-month,Bank transfer,DSL,No,1721.65,Yes
C01046,Male,0,59,81.42,One year,Electronic check,DSL,No,4757.41,No
C01047,Male,0,49,38.82,Month-to-month,Credit card,Fiber optic,No,1947.83,No
C01048,Male,0,63,48.53,Two year,Electronic check,DSL,No,3024.81,No
C01049,Male,0,62,67.59,Month-to-month,Credit card,DSL,No,4194.41,No
C01050,Male,0,49,115.43,Month-to-month,Electronic check,Fiber optic,No,5645.64,No
C01051,Female,0,51,44.74,One year,Electronic check,Fiber optic,No,2273.3,No
C01052,Male,0,33,93.16,Month-to-month,Bank transfer,Fiber optic,Yes,3088.61,Yes
C01053,Male,0,30,63.94,One year,Mailed check,DSL,Yes,1934.41,No
C01054,Male,0,59,49.78,Month-to-month,Electronic check,Fiber optic,No,2902.45,No
C01055,Male,0,15,65.59,Month-to-month,Credit card,Fiber optic,No,983.81,Yes
C01056,Male,1,23,27.12,One year,Mailed check,DSL,No,652.81,No
C01057,Female,0,45,99.87,Two year,Mailed check,Fiber optic,No,4488.48,Yes
C01058,Male,0,62,44.33,Month-to-month,Electronic check,Fiber optic,No,2715.04,No
C01059,Female,0,71,92.54,One year,Electronic check,DSL,Yes,6551.66,No
C01060,Female,1,15,26.83,Month-to-month,Electronic check,No,No,373.69,No
C01061,Male,0,46,115.51,One year,Mailed check,Fiber optic,Yes,5276.04,No
C01062,Male,0,64,39.3,One year,Bank transfer,No,Yes,2502.96,No
C01063,Male,0,46,108.27,Month-to-month,Electronic check,Fiber optic,No,4984.51,Yes
C01064,Male,0,56,100.95,Month-to-month,Mailed check,DSL,Yes,5610.48,Yes
C01065,Female,0,44,116.79,Month-to-month,Mailed check,DSL,No,5149.14,Yes
C01066,Male,0,29,67.79,Month-to-month,Credit card,Fiber optic,No,2015.21,Yes
C01067,Male,0,62,92.74,Month-to-month,Electronic check,No,No,5796.29,Yes
C01068,Male,1,52,57.07,One year,Bank transfer,Fiber optic,Yes,3000.56,No
C01069,Male,0,54,38.44,Two year,Credit card,Fiber optic,No,2052.39,No
C01070,Male,0,57,64.31,Month-to-month,Electronic check,DSL,No,3617.91,Yes
C01071,Male,0,66,36.57,Month-to-month,Credit card,Fiber optic,No,2446.97,No
C01072,Female,0,22,118.2,Month-to-month,Electronic check,No,No,2555.97,Yes
C01073,Female,0,20,29.62,Two year,Credit card,Fiber optic,No,562.96,Yes
C01074,Male,0,33,78.92,Month-to-month,Bank transfer,No,No,2608.81,Yes
C01075,Male,0,25,82.65,Month-to-month,Credit card,Fiber optic,No,2034.09,No
C01076,Male,1,46,73.81,Month-to-month,Credit card,Fiber optic,No,3428.64,No
C01077,Female,1,57,86.22,Month-to-month,Credit card,Fiber optic,No,4942.26,Yes
